ID,Data,Categoria,Descrição,Valor,Forma de Pagamento,Renda Mensal,Localização
1517,2024-08-03,Transporte,Despesa 1517 em transporte,1189.42,Transferência,3500.0,Belo Horizonte
1518,2024-09-26,Entretenimento,Despesa 1518 em entretenimento,671.08,Transferência,3500.0,Belo Horizonte
1519,2024-01-13,Alimentação,Despesa 1519 em alimentação,704.39,Transferência,3500.0,São Paulo
1520,2024-01-14,Entretenimento,Despesa 1520 em entretenimento,111.78,Transferência,3500.0,Belo Horizonte
1521,2024-06-10,Saúde,Despesa 1521 em saúde,1117.57,Dinheiro,3500.0,Belo Horizonte
1522,2024-02-11,Entretenimento,Despesa 1522 em entretenimento,1140.99,Dinheiro,3500.0,Salvador
1523,2023-11-06,Entretenimento,Despesa 1523 em entretenimento,287.21,Cartão de Crédito,3500.0,São Paulo
1524,2024-05-24,Saúde,Despesa 1524 em saúde,568.05,Cartão de Crédito,3500.0,Salvador
1525,2024-01-19,Transporte,Despesa 1525 em transporte,957.13,Cartão de Crédito,3500.0,Salvador
1526,2024-03-10,Alimentação,Despesa 1526 em alimentação,99.8,Transferência,3500.0,Salvador
1527,2023-10-27,Entretenimento,Despesa 1527 em entretenimento,1319.47,Cartão de Crédito,3500.0,Curitiba
1528,2024-05-05,Entretenimento,Despesa 1528 em entretenimento,1418.36,Cartão de Crédito,3500.0,São Paulo
1529,2024-05-08,Alimentação,Despesa 1529 em alimentação,1384.52,Transferência,3500.0,São Paulo
1530,2024-07-12,Alimentação,Despesa 1530 em alimentação,1468.72,Transferência,3500.0,São Paulo
1531,2023-11-24,Saúde,Despesa 1531 em saúde,1466.93,Cartão de Crédito,3500.0,Salvador
1532,2024-10-11,Moradia,Despesa 1532 em moradia,1369.35,Dinheiro,3500.0,São Paulo
1533,2023-11-25,Alimentação,Despesa 1533 em alimentação,382.41,Cartão de Crédito,3500.0,Salvador
1534,2024-05-25,Transporte,Despesa 1534 em transporte,646.12,Dinheiro,3500.0,Rio de Janeiro
1535,2024-09-06,Entretenimento,Despesa 1535 em entretenimento,991.91,Cartão de Crédito,3500.0,São Paulo
1536,2024-05-07,Alimentação,Despesa 1536 em alimentação,1289.89,Cartão de Crédito,3500.0,Belo Horizonte
1537,2024-04-24,Transporte,Despesa 1537 em transporte,877.81,Transferência,3500.0,Belo Horizonte
1538,2024-10-13,Transporte,Despesa 1538 em transporte,1137.41,Cartão de Crédito,3500.0,Salvador
1539,2023-12-18,Alimentação,Despesa 1539 em alimentação,780.69,Dinheiro,3500.0,Curitiba
1540,2024-07-10,Saúde,Despesa 1540 em saúde,1323.66,Cartão de Crédito,3500.0,São Paulo
1541,2024-03-21,Alimentação,Despesa 1541 em alimentação,113.13,Cartão de Crédito,3500.0,Salvador
1542,2024-09-29,Transporte,Despesa 1542 em transporte,464.44,Dinheiro,3500.0,Belo Horizonte
1543,2024-08-01,Entretenimento,Despesa 1543 em entretenimento,906.11,Dinheiro,3500.0,Rio de Janeiro
1544,2024-07-22,Entretenimento,Despesa 1544 em entretenimento,6.16,Dinheiro,3500.0,Salvador
1545,2023-11-21,Alimentação,Despesa 1545 em alimentação,1236.57,Transferência,3500.0,Salvador
1546,2024-09-04,Entretenimento,Despesa 1546 em entretenimento,499.85,Cartão de Crédito,3500.0,São Paulo
1547,2024-04-25,Entretenimento,Despesa 1547 em entretenimento,532.46,Dinheiro,3500.0,Salvador
1548,2024-02-07,Transporte,Despesa 1548 em transporte,8.08,Cartão de Crédito,3500.0,São Paulo
1549,2024-04-16,Entretenimento,Despesa 1549 em entretenimento,56.01,Dinheiro,3500.0,Curitiba
1550,2023-12-09,Moradia,Despesa 1550 em moradia,1290.55,Dinheiro,3500.0,Salvador
1551,2023-11-24,Moradia,Despesa 1551 em moradia,461.57,Transferência,3500.0,Salvador
1552,2024-05-28,Alimentação,Despesa 1552 em alimentação,149.42,Transferência,3500.0,Salvador
1553,2024-10-10,Entretenimento,Despesa 1553 em entretenimento,886.38,Cartão de Crédito,3500.0,Curitiba
1554,2024-02-04,Moradia,Despesa 1554 em moradia,1453.63,Dinheiro,3500.0,Rio de Janeiro
1555,2024-04-16,Saúde,Despesa 1555 em saúde,632.61,Dinheiro,3500.0,Belo Horizonte
1556,2024-05-22,Moradia,Despesa 1556 em moradia,1353.66,Cartão de Crédito,3500.0,Rio de Janeiro
1557,2024-03-03,Alimentação,Despesa 1557 em alimentação,1127.31,Cartão de Crédito,3500.0,Salvador
1558,2024-10-06,Moradia,Despesa 1558 em moradia,785.69,Transferência,3500.0,Curitiba
1559,2024-03-25,Saúde,Despesa 1559 em saúde,1060.0,Transferência,3500.0,São Paulo
1560,2024-02-15,Entretenimento,Despesa 1560 em entretenimento,451.56,Dinheiro,3500.0,São Paulo
1561,2024-08-22,Moradia,Despesa 1561 em moradia,1124.84,Cartão de Crédito,3500.0,Belo Horizonte
1562,2024-05-10,Entretenimento,Despesa 1562 em entretenimento,945.28,Dinheiro,3500.0,Curitiba
1563,2024-06-28,Alimentação,Despesa 1563 em alimentação,73.34,Cartão de Crédito,3500.0,Rio de Janeiro
1564,2024-06-30,Transporte,Despesa 1564 em transporte,462.52,Transferência,3500.0,Curitiba
1565,2024-04-18,Alimentação,Despesa 1565 em alimentação,495.16,Cartão de Crédito,3500.0,Belo Horizonte
1566,2024-08-13,Entretenimento,Despesa 1566 em entretenimento,755.9,Dinheiro,3500.0,Rio de Janeiro
1567,2023-11-25,Alimentação,Despesa 1567 em alimentação,1223.6,Transferência,3500.0,Salvador
1568,2024-06-01,Saúde,Despesa 1568 em saúde,1399.39,Cartão de Crédito,3500.0,Belo Horizonte
1569,2024-01-08,Saúde,Despesa 1569 em saúde,490.15,Dinheiro,3500.0,Belo Horizonte
1570,2024-01-14,Transporte,Despesa 1570 em transporte,1211.2,Cartão de Crédito,3500.0,Salvador
1571,2023-12-20,Saúde,Despesa 1571 em saúde,983.74,Cartão de Crédito,3500.0,Salvador
1572,2024-08-16,Entretenimento,Despesa 1572 em entretenimento,1124.77,Transferência,3500.0,São Paulo
1573,2023-12-09,Saúde,Despesa 1573 em saúde,1379.25,Dinheiro,3500.0,Rio de Janeiro
1574,2024-09-17,Entretenimento,Despesa 1574 em entretenimento,1442.36,Cartão de Crédito,3500.0,São Paulo
1575,2024-02-13,Saúde,Despesa 1575 em saúde,172.99,Dinheiro,3500.0,Belo Horizonte
1576,2024-04-20,Moradia,Despesa 1576 em moradia,98.33,Dinheiro,3500.0,Rio de Janeiro
1577,2024-03-08,Transporte,Despesa 1577 em transporte,619.81,Transferência,3500.0,Rio de Janeiro
1578,2024-07-12,Transporte,Despesa 1578 em transporte,1222.96,Transferência,3500.0,Curitiba
1579,2024-03-28,Alimentação,Despesa 1579 em alimentação,108.71,Dinheiro,3500.0,Curitiba
1580,2024-08-24,Alimentação,Despesa 1580 em alimentação,358.42,Cartão de Crédito,3500.0,Curitiba
1581,2023-12-17,Saúde,Despesa 1581 em saúde,656.78,Transferência,3500.0,Salvador
1582,2024-01-11,Saúde,Despesa 1582 em saúde,466.16,Cartão de Crédito,3500.0,Curitiba
1583,2024-06-17,Transporte,Despesa 1583 em transporte,149.9,Dinheiro,3500.0,Rio de Janeiro
1584,2024-03-02,Entretenimento,Despesa 1584 em entretenimento,592.52,Dinheiro,3500.0,Rio de Janeiro
1585,2024-05-26,Alimentação,Despesa 1585 em alimentação,1203.84,Cartão de Crédito,3500.0,São Paulo
1586,2024-07-08,Entretenimento,Despesa 1586 em entretenimento,39.7,Transferência,3500.0,Belo Horizonte
1587,2024-06-13,Moradia,Despesa 1587 em moradia,1160.42,Cartão de Crédito,3500.0,Rio de Janeiro
1588,2024-07-29,Saúde,Despesa 1588 em saúde,770.84,Transferência,3500.0,Rio de Janeiro
1589,2024-07-26,Alimentação,Despesa 1589 em alimentação,1080.32,Transferência,3500.0,Salvador
1590,2024-06-26,Transporte,Despesa 1590 em transporte,1240.14,Transferência,3500.0,Rio de Janeiro
1591,2024-06-29,Transporte,Despesa 1591 em transporte,647.87,Cartão de Crédito,3500.0,Belo Horizonte
1592,2024-03-29,Transporte,Despesa 1592 em transporte,870.36,Cartão de Crédito,3500.0,Salvador
1593,2024-03-31,Saúde,Despesa 1593 em saúde,1142.03,Transferência,3500.0,São Paulo
1594,2024-02-22,Entretenimento,Despesa 1594 em entretenimento,629.03,Dinheiro,3500.0,Salvador
1595,2024-10-03,Saúde,Despesa 1595 em saúde,664.93,Dinheiro,3500.0,Belo Horizonte
1596,2024-01-29,Moradia,Despesa 1596 em moradia,1063.12,Cartão de Crédito,3500.0,Belo Horizonte
1597,2023-12-28,Moradia,Despesa 1597 em moradia,432.43,Transferência,3500.0,Curitiba
1598,2024-03-26,Alimentação,Despesa 1598 em alimentação,678.38,Cartão de Crédito,3500.0,Curitiba
1599,2024-01-21,Saúde,Despesa 1599 em saúde,1404.48,Dinheiro,3500.0,Belo Horizonte
1600,2024-04-22,Alimentação,Despesa 1600 em alimentação,1460.67,Transferência,3500.0,Curitiba
1601,2024-01-26,Transporte,Despesa 1601 em transporte,772.43,Transferência,3500.0,Rio de Janeiro
1602,2024-07-03,Moradia,Despesa 1602 em moradia,1310.69,Transferência,3500.0,Curitiba
1603,2024-05-28,Moradia,Despesa 1603 em moradia,1149.09,Cartão de Crédito,3500.0,Rio de Janeiro
1604,2024-05-31,Entretenimento,Despesa 1604 em entretenimento,1411.78,Cartão de Crédito,3500.0,Salvador
1605,2024-01-17,Saúde,Despesa 1605 em saúde,227.17,Transferência,3500.0,Rio de Janeiro
1606,2024-03-14,Alimentação,Despesa 1606 em alimentação,123.25,Dinheiro,3500.0,Rio de Janeiro
1607,2024-01-03,Entretenimento,Despesa 1607 em entretenimento,52.32,Dinheiro,3500.0,Rio de Janeiro
1608,2024-03-11,Moradia,Despesa 1608 em moradia,435.11,Cartão de Crédito,3500.0,Belo Horizonte
1609,2024-03-09,Transporte,Despesa 1609 em transporte,783.08,Dinheiro,3500.0,Belo Horizonte
1610,2023-12-01,Moradia,Despesa 1610 em moradia,1001.28,Transferência,3500.0,Curitiba
1611,2024-07-27,Entretenimento,Despesa 1611 em entretenimento,1175.07,Transferência,3500.0,São Paulo
1612,2024-03-11,Moradia,Despesa 1612 em moradia,655.05,Cartão de Crédito,3500.0,Curitiba
1613,2024-09-28,Saúde,Despesa 1613 em saúde,1197.61,Dinheiro,3500.0,Curitiba
1614,2024-06-19,Alimentação,Despesa 1614 em alimentação,163.16,Dinheiro,3500.0,Belo Horizonte
1615,2024-08-28,Alimentação,Despesa 1615 em alimentação,1301.88,Dinheiro,3500.0,Belo Horizonte
1616,2024-02-13,Entretenimento,Despesa 1616 em entretenimento,329.91,Cartão de Crédito,3500.0,Rio de Janeiro
1617,2024-01-06,Saúde,Despesa 1617 em saúde,246.37,Transferência,3500.0,São Paulo
1618,2024-08-13,Saúde,Despesa 1618 em saúde,327.76,Cartão de Crédito,3500.0,Salvador
1619,2023-12-17,Saúde,Despesa 1619 em saúde,1384.19,Cartão de Crédito,3500.0,Salvador
1620,2024-06-03,Transporte,Despesa 1620 em transporte,467.4,Cartão de Crédito,3500.0,São Paulo
1621,2024-05-10,Transporte,Despesa 1621 em transporte,850.91,Transferência,3500.0,Curitiba
1622,2024-08-03,Entretenimento,Despesa 1622 em entretenimento,992.46,Cartão de Crédito,3500.0,Belo Horizonte
1623,2023-11-15,Transporte,Despesa 1623 em transporte,572.06,Dinheiro,3500.0,Rio de Janeiro
1624,2024-10-05,Alimentação,Despesa 1624 em alimentação,13.88,Transferência,3500.0,Salvador
1625,2024-03-22,Moradia,Despesa 1625 em moradia,537.54,Dinheiro,3500.0,Belo Horizonte
1626,2024-04-04,Alimentação,Despesa 1626 em alimentação,924.81,Dinheiro,3500.0,Belo Horizonte
1627,2023-12-02,Transporte,Despesa 1627 em transporte,978.37,Cartão de Crédito,3500.0,São Paulo
1628,2024-04-17,Entretenimento,Despesa 1628 em entretenimento,996.16,Cartão de Crédito,3500.0,Rio de Janeiro
1629,2024-06-21,Entretenimento,Despesa 1629 em entretenimento,453.08,Cartão de Crédito,3500.0,Curitiba
1630,2023-10-23,Saúde,Despesa 1630 em saúde,215.9,Cartão de Crédito,3500.0,São Paulo
1631,2023-10-28,Moradia,Despesa 1631 em moradia,1446.41,Dinheiro,3500.0,Salvador
1632,2023-11-30,Moradia,Despesa 1632 em moradia,1407.13,Cartão de Crédito,3500.0,Salvador
1633,2024-03-02,Saúde,Despesa 1633 em saúde,689.24,Dinheiro,3500.0,Curitiba
1634,2024-09-12,Transporte,Despesa 1634 em transporte,403.98,Dinheiro,3500.0,Salvador
1635,2024-09-19,Saúde,Despesa 1635 em saúde,618.36,Transferência,3500.0,Belo Horizonte
1636,2024-07-24,Alimentação,Despesa 1636 em alimentação,1057.3,Cartão de Crédito,3500.0,São Paulo
1637,2023-10-25,Entretenimento,Despesa 1637 em entretenimento,715.37,Dinheiro,3500.0,Belo Horizonte
1638,2023-11-06,Entretenimento,Despesa 1638 em entretenimento,254.86,Transferência,3500.0,Rio de Janeiro
1639,2024-03-31,Alimentação,Despesa 1639 em alimentação,1235.52,Cartão de Crédito,3500.0,São Paulo
1640,2024-08-08,Saúde,Despesa 1640 em saúde,236.33,Cartão de Crédito,3500.0,Belo Horizonte
1641,2024-02-19,Saúde,Despesa 1641 em saúde,907.9,Transferência,3500.0,Curitiba
1642,2024-09-21,Saúde,Despesa 1642 em saúde,1301.33,Cartão de Crédito,3500.0,São Paulo
1643,2023-11-21,Alimentação,Despesa 1643 em alimentação,1351.94,Cartão de Crédito,3500.0,Belo Horizonte
1644,2024-07-09,Saúde,Despesa 1644 em saúde,939.12,Transferência,3500.0,Curitiba
1645,2024-02-01,Transporte,Despesa 1645 em transporte,450.33,Dinheiro,3500.0,Rio de Janeiro
1646,2023-12-02,Transporte,Despesa 1646 em transporte,183.76,Transferência,3500.0,Curitiba
1647,2024-04-22,Saúde,Despesa 1647 em saúde,1323.58,Dinheiro,3500.0,Rio de Janeiro
1648,2023-12-06,Moradia,Despesa 1648 em moradia,1049.41,Transferência,3500.0,Salvador
1649,2023-12-17,Alimentação,Despesa 1649 em alimentação,652.7,Transferência,3500.0,Salvador
1650,2024-03-05,Entretenimento,Despesa 1650 em entretenimento,278.24,Dinheiro,3500.0,Curitiba
1651,2023-11-22,Saúde,Despesa 1651 em saúde,1177.37,Dinheiro,3500.0,Rio de Janeiro
1652,2024-09-07,Saúde,Despesa 1652 em saúde,1349.55,Cartão de Crédito,3500.0,Curitiba
1653,2024-07-20,Transporte,Despesa 1653 em transporte,1191.33,Transferência,3500.0,São Paulo
1654,2024-07-11,Moradia,Despesa 1654 em moradia,1181.27,Cartão de Crédito,3500.0,Curitiba
1655,2024-02-11,Moradia,Despesa 1655 em moradia,916.75,Dinheiro,3500.0,Belo Horizonte
1656,2024-02-29,Saúde,Despesa 1656 em saúde,1381.77,Transferência,3500.0,Salvador
1657,2024-07-31,Moradia,Despesa 1657 em moradia,882.53,Transferência,3500.0,Rio de Janeiro
1658,2024-09-05,Transporte,Despesa 1658 em transporte,117.36,Dinheiro,3500.0,Rio de Janeiro
1659,2024-10-06,Moradia,Despesa 1659 em moradia,1294.24,Dinheiro,3500.0,Salvador
1660,2023-12-20,Transporte,Despesa 1660 em transporte,495.66,Dinheiro,3500.0,São Paulo
1661,2023-11-25,Entretenimento,Despesa 1661 em entretenimento,1164.53,Cartão de Crédito,3500.0,São Paulo
1662,2023-11-08,Entretenimento,Despesa 1662 em entretenimento,656.75,Dinheiro,3500.0,Rio de Janeiro
1663,2024-01-02,Entretenimento,Despesa 1663 em entretenimento,913.86,Transferência,3500.0,Curitiba
1664,2024-04-29,Saúde,Despesa 1664 em saúde,596.22,Cartão de Crédito,3500.0,São Paulo
1665,2024-10-07,Entretenimento,Despesa 1665 em entretenimento,307.19,Dinheiro,3500.0,Belo Horizonte
1666,2023-12-06,Transporte,Despesa 1666 em transporte,164.14,Transferência,3500.0,Curitiba
1667,2024-08-07,Saúde,Despesa 1667 em saúde,966.82,Transferência,3500.0,Salvador
1668,2024-02-11,Transporte,Despesa 1668 em transporte,372.34,Dinheiro,3500.0,Curitiba
1669,2024-06-17,Entretenimento,Despesa 1669 em entretenimento,1294.41,Cartão de Crédito,3500.0,Salvador
1670,2024-03-19,Entretenimento,Despesa 1670 em entretenimento,422.11,Dinheiro,3500.0,Belo Horizonte
1671,2023-10-23,Entretenimento,Despesa 1671 em entretenimento,1366.42,Transferência,3500.0,São Paulo
1672,2023-12-28,Moradia,Despesa 1672 em moradia,1442.29,Cartão de Crédito,3500.0,Rio de Janeiro
1673,2024-02-20,Entretenimento,Despesa 1673 em entretenimento,554.51,Dinheiro,3500.0,Belo Horizonte
1674,2024-10-11,Alimentação,Despesa 1674 em alimentação,1206.54,Cartão de Crédito,3500.0,São Paulo
1675,2024-05-02,Transporte,Despesa 1675 em transporte,578.55,Dinheiro,3500.0,Belo Horizonte
1676,2024-07-06,Saúde,Despesa 1676 em saúde,512.2,Dinheiro,3500.0,Curitiba
1677,2023-10-30,Alimentação,Despesa 1677 em alimentação,1187.22,Cartão de Crédito,3500.0,São Paulo
1678,2023-11-13,Transporte,Despesa 1678 em transporte,317.75,Cartão de Crédito,3500.0,Rio de Janeiro
1679,2024-07-23,Entretenimento,Despesa 1679 em entretenimento,170.93,Cartão de Crédito,3500.0,São Paulo
1680,2024-09-04,Moradia,Despesa 1680 em moradia,1272.18,Transferência,3500.0,Salvador
1681,2024-01-03,Entretenimento,Despesa 1681 em entretenimento,805.9,Transferência,3500.0,Salvador
1682,2023-10-26,Moradia,Despesa 1682 em moradia,33.02,Cartão de Crédito,3500.0,Rio de Janeiro
1683,2024-06-12,Alimentação,Despesa 1683 em alimentação,439.14,Cartão de Crédito,3500.0,São Paulo
1684,2024-08-21,Alimentação,Despesa 1684 em alimentação,1146.47,Cartão de Crédito,3500.0,Curitiba
1685,2024-03-06,Alimentação,Despesa 1685 em alimentação,592.39,Transferência,3500.0,Rio de Janeiro
1686,2024-06-26,Alimentação,Despesa 1686 em alimentação,1118.28,Transferência,3500.0,São Paulo
1687,2024-02-08,Entretenimento,Despesa 1687 em entretenimento,907.02,Transferência,3500.0,Curitiba
1688,2024-03-03,Entretenimento,Despesa 1688 em entretenimento,446.78,Transferência,3500.0,São Paulo
1689,2024-09-03,Transporte,Despesa 1689 em transporte,229.77,Dinheiro,3500.0,São Paulo
1690,2023-11-06,Entretenimento,Despesa 1690 em entretenimento,856.4,Cartão de Crédito,3500.0,Belo Horizonte
1691,2024-04-15,Entretenimento,Despesa 1691 em entretenimento,676.21,Cartão de Crédito,3500.0,Curitiba
1692,2023-11-24,Entretenimento,Despesa 1692 em entretenimento,930.25,Dinheiro,3500.0,São Paulo
1693,2023-12-02,Moradia,Despesa 1693 em moradia,1097.79,Dinheiro,3500.0,Curitiba
1694,2024-05-30,Transporte,Despesa 1694 em transporte,463.64,Cartão de Crédito,3500.0,São Paulo
1695,2024-08-13,Entretenimento,Despesa 1695 em entretenimento,747.92,Cartão de Crédito,3500.0,São Paulo
1696,2024-06-17,Moradia,Despesa 1696 em moradia,355.54,Transferência,3500.0,Curitiba
1697,2023-11-01,Alimentação,Despesa 1697 em alimentação,1493.42,Cartão de Crédito,3500.0,São Paulo
1698,2024-07-23,Alimentação,Despesa 1698 em alimentação,1423.82,Cartão de Crédito,3500.0,São Paulo
1699,2024-01-16,Saúde,Despesa 1699 em saúde,1262.51,Dinheiro,3500.0,Rio de Janeiro
1700,2024-07-12,Moradia,Despesa 1700 em moradia,1470.97,Dinheiro,3500.0,Curitiba
1701,2024-08-08,Saúde,Despesa 1701 em saúde,572.1,Cartão de Crédito,3500.0,Rio de Janeiro
1702,2024-03-26,Saúde,Despesa 1702 em saúde,280.35,Dinheiro,3500.0,Curitiba
1703,2024-07-15,Saúde,Despesa 1703 em saúde,1001.26,Transferência,3500.0,Curitiba
1704,2023-10-21,Transporte,Despesa 1704 em transporte,1495.91,Dinheiro,3500.0,Belo Horizonte
1705,2023-10-30,Moradia,Despesa 1705 em moradia,981.36,Dinheiro,3500.0,Curitiba
1706,2024-03-09,Saúde,Despesa 1706 em saúde,1365.71,Transferência,3500.0,Curitiba
1707,2024-03-25,Moradia,Despesa 1707 em moradia,137.58,Dinheiro,3500.0,Belo Horizonte
1708,2024-03-06,Entretenimento,Despesa 1708 em entretenimento,1183.01,Cartão de Crédito,3500.0,Rio de Janeiro
1709,2024-04-22,Moradia,Despesa 1709 em moradia,256.93,Dinheiro,3500.0,Curitiba
1710,2024-02-21,Alimentação,Despesa 1710 em alimentação,1149.0,Cartão de Crédito,3500.0,Rio de Janeiro
1711,2023-11-23,Entretenimento,Despesa 1711 em entretenimento,1055.73,Cartão de Crédito,3500.0,São Paulo
1712,2024-07-25,Saúde,Despesa 1712 em saúde,783.71,Transferência,3500.0,Curitiba
1713,2024-07-23,Alimentação,Despesa 1713 em alimentação,1273.14,Dinheiro,3500.0,Rio de Janeiro
1714,2024-10-07,Moradia,Despesa 1714 em moradia,638.22,Dinheiro,3500.0,Salvador
1715,2024-05-09,Entretenimento,Despesa 1715 em entretenimento,463.93,Cartão de Crédito,3500.0,Rio de Janeiro
1716,2024-01-17,Moradia,Despesa 1716 em moradia,776.23,Transferência,3500.0,Belo Horizonte
1717,2024-08-21,Moradia,Despesa 1717 em moradia,1416.21,Cartão de Crédito,3500.0,São Paulo
1718,2023-11-06,Alimentação,Despesa 1718 em alimentação,209.71,Dinheiro,3500.0,Rio de Janeiro
1719,2024-07-14,Entretenimento,Despesa 1719 em entretenimento,372.53,Cartão de Crédito,3500.0,Belo Horizonte
1720,2024-05-14,Entretenimento,Despesa 1720 em entretenimento,403.6,Cartão de Crédito,3500.0,Salvador
1721,2024-03-31,Saúde,Despesa 1721 em saúde,1004.69,Transferência,3500.0,Salvador
1722,2023-11-02,Moradia,Despesa 1722 em moradia,1294.17,Dinheiro,3500.0,Curitiba
1723,2024-02-29,Transporte,Despesa 1723 em transporte,940.29,Cartão de Crédito,3500.0,São Paulo
1724,2024-09-21,Saúde,Despesa 1724 em saúde,877.82,Transferência,3500.0,Curitiba
1725,2024-04-14,Transporte,Despesa 1725 em transporte,84.31,Cartão de Crédito,3500.0,São Paulo
1726,2024-06-07,Saúde,Despesa 1726 em saúde,359.49,Cartão de Crédito,3500.0,São Paulo
1727,2024-08-18,Alimentação,Despesa 1727 em alimentação,762.66,Cartão de Crédito,3500.0,Salvador
1728,2024-03-22,Moradia,Despesa 1728 em moradia,911.87,Transferência,3500.0,São Paulo
1729,2024-07-14,Moradia,Despesa 1729 em moradia,140.42,Transferência,3500.0,São Paulo
1730,2024-09-27,Saúde,Despesa 1730 em saúde,262.68,Transferência,3500.0,São Paulo
1731,2024-02-25,Alimentação,Despesa 1731 em alimentação,118.3,Cartão de Crédito,3500.0,São Paulo
1732,2024-05-20,Saúde,Despesa 1732 em saúde,1393.6,Transferência,3500.0,Belo Horizonte
1733,2023-11-08,Alimentação,Despesa 1733 em alimentação,1358.34,Cartão de Crédito,3500.0,Rio de Janeiro
1734,2024-01-30,Alimentação,Despesa 1734 em alimentação,1196.4,Cartão de Crédito,3500.0,São Paulo
1735,2023-12-06,Transporte,Despesa 1735 em transporte,1183.4,Dinheiro,3500.0,Belo Horizonte
1736,2024-01-17,Moradia,Despesa 1736 em moradia,102.77,Cartão de Crédito,3500.0,Salvador
1737,2024-04-25,Alimentação,Despesa 1737 em alimentação,753.92,Dinheiro,3500.0,São Paulo
1738,2024-10-14,Alimentação,Despesa 1738 em alimentação,926.84,Transferência,3500.0,Belo Horizonte
1739,2024-10-01,Transporte,Despesa 1739 em transporte,866.65,Transferência,3500.0,Rio de Janeiro
1740,2024-01-08,Entretenimento,Despesa 1740 em entretenimento,567.79,Cartão de Crédito,3500.0,São Paulo
1741,2023-12-04,Alimentação,Despesa 1741 em alimentação,877.46,Transferência,3500.0,Rio de Janeiro
1742,2024-02-07,Entretenimento,Despesa 1742 em entretenimento,1463.03,Dinheiro,3500.0,Curitiba
1743,2024-10-09,Alimentação,Despesa 1743 em alimentação,740.91,Cartão de Crédito,3500.0,São Paulo
1744,2023-12-18,Saúde,Despesa 1744 em saúde,825.61,Transferência,3500.0,Salvador
1745,2024-08-28,Transporte,Despesa 1745 em transporte,1248.96,Cartão de Crédito,3500.0,Salvador
1746,2024-07-02,Moradia,Despesa 1746 em moradia,591.93,Transferência,3500.0,Belo Horizonte
1747,2024-03-08,Alimentação,Despesa 1747 em alimentação,1217.8,Dinheiro,3500.0,Belo Horizonte
1748,2024-04-10,Saúde,Despesa 1748 em saúde,780.01,Dinheiro,3500.0,Belo Horizonte
1749,2024-10-11,Alimentação,Despesa 1749 em alimentação,621.87,Transferência,3500.0,São Paulo
1750,2024-08-28,Entretenimento,Despesa 1750 em entretenimento,138.96,Transferência,3500.0,Curitiba
1751,2024-05-17,Entretenimento,Despesa 1751 em entretenimento,1424.28,Cartão de Crédito,3500.0,Rio de Janeiro
1752,2024-09-12,Transporte,Despesa 1752 em transporte,752.29,Cartão de Crédito,3500.0,Curitiba
1753,2024-05-15,Moradia,Despesa 1753 em moradia,1089.49,Transferência,3500.0,Salvador
1754,2024-03-05,Transporte,Despesa 1754 em transporte,1009.19,Transferência,3500.0,Curitiba
1755,2024-05-29,Saúde,Despesa 1755 em saúde,228.39,Cartão de Crédito,3500.0,Rio de Janeiro
1756,2024-07-03,Entretenimento,Despesa 1756 em entretenimento,280.46,Transferência,3500.0,Salvador
1757,2024-01-23,Transporte,Despesa 1757 em transporte,882.48,Transferência,3500.0,São Paulo
1758,2024-08-02,Entretenimento,Despesa 1758 em entretenimento,1011.54,Transferência,3500.0,Curitiba
1759,2024-03-17,Moradia,Despesa 1759 em moradia,1043.38,Transferência,3500.0,São Paulo
1760,2024-01-18,Moradia,Despesa 1760 em moradia,1443.93,Transferência,3500.0,Salvador
1761,2024-10-10,Alimentação,Despesa 1761 em alimentação,197.74,Transferência,3500.0,Salvador
1762,2023-12-01,Moradia,Despesa 1762 em moradia,623.37,Dinheiro,3500.0,Rio de Janeiro
1763,2024-04-18,Alimentação,Despesa 1763 em alimentação,533.4,Cartão de Crédito,3500.0,Belo Horizonte
1764,2024-07-31,Transporte,Despesa 1764 em transporte,961.04,Cartão de Crédito,3500.0,Rio de Janeiro
1765,2023-12-28,Entretenimento,Despesa 1765 em entretenimento,1216.74,Transferência,3500.0,São Paulo
1766,2023-12-23,Moradia,Despesa 1766 em moradia,819.38,Transferência,3500.0,Curitiba
1767,2024-04-28,Transporte,Despesa 1767 em transporte,999.89,Cartão de Crédito,3500.0,São Paulo
1768,2024-07-03,Transporte,Despesa 1768 em transporte,744.06,Dinheiro,3500.0,Belo Horizonte
1769,2023-11-21,Moradia,Despesa 1769 em moradia,1066.97,Transferência,3500.0,Salvador
1770,2024-08-11,Moradia,Despesa 1770 em moradia,286.39,Transferência,3500.0,São Paulo
1771,2024-01-26,Saúde,Despesa 1771 em saúde,1400.1,Transferência,3500.0,Belo Horizonte
1772,2023-11-19,Alimentação,Despesa 1772 em alimentação,1373.0,Transferência,3500.0,Rio de Janeiro
1773,2024-06-23,Transporte,Despesa 1773 em transporte,1200.98,Transferência,3500.0,Belo Horizonte
1774,2023-12-03,Saúde,Despesa 1774 em saúde,1006.76,Transferência,3500.0,Salvador
1775,2024-08-18,Saúde,Despesa 1775 em saúde,542.65,Cartão de Crédito,3500.0,Rio de Janeiro
1776,2024-08-17,Saúde,Despesa 1776 em saúde,255.69,Dinheiro,3500.0,Belo Horizonte
1777,2023-11-20,Entretenimento,Despesa 1777 em entretenimento,874.11,Cartão de Crédito,3500.0,São Paulo
